murX,murY,murZ,rightfemurX,rightfemurY,rightfemurZ,murX,murY,murZ,murX,murY,murZ,leftfemurX,leftfemurY,leftfemurZ,murX,murY,murZ,murX,murY,murZ,upperspineX,upperspineY,upperspineZ,neckX,neckY,neckZ,sphnosetipX,sphnosetipY,sphnosetipZ,sphheadtopX,sphheadtopY,sphheadtopZ,leftshoulderX,leftshoulderY,leftshoulderZ,leftelbowX,leftelbowY,leftelbowZ,leftwristX,leftwristY,leftwristZ,rightshoulderX,rightshoulderY,rightshoulderZ,rightelbowX,rightelbowY,rightelbowZ,rightwristX,rightwristY,rightwristZ
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.15,0.29,149.37,-0.59,0.92,171.78,-1.24,19.15,187.13,-2.38,8.93,209.24,-18.8,2.62,165.67,-22.92,-3.17,134.93,-7.92,22.33,128.35,18.04,2.82,167.48,28.72,10.22,138.72,7.54,18.49,158.75
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.15,0.29,149.37,-0.59,0.92,171.78,-1.25,19.15,187.13,-2.39,8.94,209.24,-18.8,2.62,165.67,-22.9,-3.17,134.92,-7.91,22.33,128.35,18.04,2.82,167.48,28.72,10.23,138.72,7.54,18.49,158.76
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.15,0.29,149.37,-0.6,0.92,171.78,-1.26,19.15,187.13,-2.41,8.94,209.24,-18.8,2.62,165.66,-22.89,-3.17,134.91,-7.9,22.32,128.34,18.03,2.82,167.48,28.7,10.24,138.72,7.54,18.49,158.77
0.0,-0.14,113.91,12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-12.77,-0.14,113.91,0.0,-0.14,113.91,0.0,-0.14,113.91,-0.15,0.29,149.37,-0.6,0.92,171.78,-1.27,19.15,187.13,-2.43,8.94,209.24,-18.8,2.62,165.65,-22.88,-3.17,134.9,-7.88,22.33,128.34,18.03,2.82,167.48,28.71,10.25,138.73,7.54,18.49,158.77
0.0,-0.14500000000000002,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14500000000000002,113.91499999999999,0.0,-0.14500000000000002,113.91499999999999,-12.77,-0.15,113.91,0.0,-0.14500000000000002,113.91499999999999,0.0,-0.14500000000000002,113.91499999999999,-0.17,0.29,149.37,-0.64,0.93,171.78,-1.32,19.17,187.12,-2.49,8.96,209.24,-18.83,2.62,165.64,-22.88,-3.17,134.89,-7.88,22.33,128.33,18.0,2.84,167.49,28.68,10.28,138.74,7.5,18.51,158.78
0.0,-0.14500000000000002,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14500000000000002,113.91499999999999,0.0,-0.14500000000000002,113.91499999999999,-12.77,-0.15,113.91,0.0,-0.14500000000000002,113.91499999999999,0.0,-0.14500000000000002,113.91499999999999,-0.17,0.29,149.37,-0.64,0.93,171.78,-1.33,19.17,187.12,-2.51,8.96,209.24,-18.84,2.62,165.63,-22.86,-3.18,134.88,-7.87,22.32,128.33,17.99,2.84,167.49,28.67,10.27,138.74,7.49,18.51,158.78
0.0,-0.14500000000000002,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14500000000000002,113.91499999999999,0.0,-0.14500000000000002,113.91499999999999,-12.77,-0.15,113.91,0.0,-0.14500000000000002,113.91499999999999,0.0,-0.14500000000000002,113.91499999999999,-0.17,0.29,149.37,-0.64,0.93,171.78,-1.33,19.17,187.12,-2.52,8.97,209.23,-18.84,2.62,165.63,-22.85,-3.18,134.87,-7.86,22.32,128.33,17.99,2.84,167.48,28.65,10.25,138.72,7.49,18.53,158.77
0.0,-0.14500000000000002,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14500000000000002,113.91499999999999,0.0,-0.14500000000000002,113.91499999999999,-12.77,-0.15,113.91,0.0,-0.14500000000000002,113.91499999999999,0.0,-0.14500000000000002,113.91499999999999,-0.17,0.29,149.37,-0.65,0.92,171.78,-1.34,19.16,187.13,-2.52,8.95,209.24,-18.84,2.59,165.63,-22.84,-3.21,134.87,-7.88,22.32,128.33,17.99,2.84,167.48,28.6,10.18,138.68,7.48,18.56,158.72
0.0,-0.14500000000000002,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14500000000000002,113.91499999999999,0.0,-0.14500000000000002,113.91499999999999,-12.77,-0.15,113.91,0.0,-0.14500000000000002,113.91499999999999,0.0,-0.14500000000000002,113.91499999999999,-0.17,0.28,149.37,-0.63,0.89,171.78,-1.33,19.1,187.16,-2.48,8.86,209.25,-18.84,2.49,165.63,-22.82,-3.3,134.87,-7.96,22.29,128.36,17.99,2.82,167.45,28.44,9.9,138.53,7.46,18.66,158.56
0.0,-0.14500000000000002,113.91499999999999,12.77,-0.14,113.92,0.0,-0.14500000000000002,113.91499999999999,0.0,-0.14500000000000002,113.91499999999999,-12.77,-0.15,113.91,0.0,-0.14500000000000002,113.91499999999999,0.0,-0.14500000000000002,113.91499999999999,-0.16,0.26,149.37,-0.62,0.84,171.78,-1.31,19.01,187.2,-2.41,8.72,209.27,-18.83,2.33,165.65,-22.79,-3.44,134.88,-8.11,22.26,128.4,17.99,2.79,167.4,28.18,9.46,138.28,7.42,18.82,158.28
